"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","7,227","7,227","212","237","882","889","940","1,402","1,367","810","362","89","37","4,300","4,300","118","110","460","497","576","976","873","473","170","36","11","2,927","2,927","94","127","422","392","364","426","494","337","192","53","26"
"서울특별시 종로구 종로5.6가동(1111063000)","5,343","5,343","125","269","1,102","688","655","984","735","543","195","38","9","2,910","2,910","62","140","580","414","369","572","406","269","80","14","4","2,433","2,433","63","129","522","274","286","412","329","274","115","24","5"
"서울특별시 종로구 이화동(1111064000)","7,847","7,847","272","464","1,695","1,349","1,040","1,146","908","611","308","41","13","3,698","3,698","137","228","805","634","513","561","441","249","114","13","3","4,149","4,149","135","236","890","715","527","585","467","362","194","28","10"
"서울특별시 종로구 혜화동(1111065000)","16,925","16,925","771","1,433","4,418","2,158","2,339","2,267","1,569","1,259","612","79","20","8,153","8,153","364","716","2,211","1,123","1,119","1,087","750","516","238","22","7","8,772","8,772","407","717","2,207","1,035","1,220","1,180","819","743","374","57","13"
"서울특별시 종로구 창신제1동(1111067000)","5,243","5,243","168","272","606","531","705","1,174","975","559","204","42","7","2,820","2,820","91","134","329","303","366","669","560","267","84","17","0","2,423","2,423","77","138","277","228","339","505","415","292","120","25","7"
"서울특별시 종로구 창신제2동(1111068000)","8,550","8,550","272","579","1,228","918","1,240","1,876","1,289","794","298","44","12","4,366","4,366","141","295","656","538","656","983","627","330","123","15","2","4,184","4,184","131","284","572","380","584","893","662","464","175","29","10"
"서울특별시 종로구 창신제3동(1111069000)","7,106","7,106","423","569","1,011","1,012","1,003","1,304","969","538","228","37","12","3,506","3,506","237","283","530","488","494","643","487","237","81","17","9","3,600","3,600","186","286","481","524","509","661","482","301","147","20","3"
"서울특별시 종로구 숭인제1동(1111070000)","6,189","6,189","327","405","812","872","981","1,145","851","535","217","36","8","3,044","3,044","165","196","416","468","507","555","407","228","83","17","2","3,145","3,145","162","209","396","404","474","590","444","307","134","19","6"
"서울특별시 종로구 숭인제2동(1111071000)","9,434","9,434","319","369","1,827","1,504","1,284","1,698","1,313","760","294","48","18","4,821","4,821","169","175","778","805","712","936","713","384","121","22","6","4,613","4,613","150","194","1,049","699","572","762","600","376","173","26","12"
"서울특별시 중구 (1114000000)","126,171","126,171","7,389","7,308","18,473","20,662","18,491","20,956","16,948","10,380","4,542","835","187","61,910","61,910","3,758","3,722","8,937","10,344","9,408","10,663","8,453","4,636","1,676","252","61","64,261","64,261","3,631","3,586","9,536","10,318","9,083","10,293","8,495","5,744","2,866","583","126"
"서울특별시 중구 소공동(1114052000)","2,050","2,050","194","93","200","463","423","283","236","101","41","12","4","1,000","1,000","99","28","80","224","221","145","137","45","16","4","1","1,050","1,050","95","65","120","239","202","138","99","56","25","8","3"
"서울특별시 중구 회현동(1114054000)","5,245","5,245","221","209","501","559","700","1,035","1,062","558","273","88","39","2,837","2,837","116","88","229","281","395","632","628","290","123","38","17","2,408","2,408","105","121","272","278","305","403","434","268","150","50","22"
"서울특별시 중구 명동(1114055000)","2,936","2,936","100","134","338","393","445","504","522","326","137","30","7","1,235","1,235","56","48","158","189","187","211","222","118","35","9","2","1,701","1,701","44","86","180","204","258","293","300","208","102","21","5"
"서울특별시 중구 필동(1114057000)","3,995","3,995","210","176","673","631","515","614","606","348","166","47","9","2,058","2,058","112","99","335","349","293","335","297","165","59","11","3","1,937","1,937","98","77","338","282","222","279","309","183","107","36","6"
"서울특별시 중구 장충동(1114058000)","4,708","4,708","192","320","1,194","696","604","606","513","380","168","32","3","2,399","2,399","103","161","642","374","324","304","253","167","60","11","0","2,309","2,309","89","159","552","322","280","302","260","213","108","21","3"
"서울특별시 중구 광희동(1114059000)","4,905","4,905","146","197","722","725","612","888","852","518","198","34","13","2,600","2,600","74","106","365","402","333","506","444","268","82","15","5","2,305","2,305","72","91","357","323","279","382","408","250","116","19","8"
"서울특별시 중구 을지로동(1114060500)","1,802","1,802","52","36","207","260","194","366","384","194","76","24","9","1,103","1,103","31","16","97","149","130","258","266","107","37","8","4","699","699","21","20","110","111","64","108","118","87","39","16","5"
"서울특별시 중구 신당동(1114061500)","7,526","7,526","261","325","1,281","1,271","1,129","1,378","949","641","235","48","8","3,761","3,761","103","174","602","664","613","722","478","293","94","15","3","3,765","3,765","158","151","679","607","516","656","471","348","141","33","5"
"서울특별시 중구 다산동(1114062500)","14,526","14,526","631","923","2,412","2,343","2,131","2,384","1,924","1,220","471","74","13","7,072","7,072","327","502","1,169","1,204","1,067","1,172","895","546","172","15","3","7,454","7,454","304","421","1,243","1,139","1,064","1,212","1,029","674","299","59","10"
"서울특별시 중구 약수동(1114063500)","17,525","17,525","1,250","1,065","2,082","2,579","2,582","2,884","2,571","1,611","756","134","11","8,260","8,260","615","549","1,051","1,207","1,283","1,351","1,194","706","265","34","5","9,265","9,265","635","516","1,031","1,372","1,299","1,533","1,377","905","491","100","6"
"서울특별시 중구 청구동(1114064500)","14,297","14,297","849","989","1,994","2,275","2,072","2,398","1,854","1,191","580","87","8","6,791","6,791","426","512","995","1,121","982","1,166","882","463","215","26","3","7,506","7,506","423","477","999","1,154","1,090","1,232","972","728","365","61","5"
"서울특별시 중구 신당제5동(1114065000)","10,554","10,554","637","628","1,646","1,769","1,624","1,827","1,259","800","312","41","11","5,173","5,173","316","318","781","896","838","952","617","339","105","11","0","5,381","5,381","321","310","865","873","786","875","642","461","207","30","11"
"서울특별시 중구 동화동(1114066500)","10,830","10,830","810","899","1,523","1,423","1,667","1,964","1,332","737","399","63","13","5,210","5,210","438","445","755","662","815","937","679","317","140","19","3","5,620","5,620","372","454","768","761","852","1,027","653","420","259","44","10"
"서울특별시 중구 황학동(1114067000)","12,650","12,650","770","524","2,145","2,868","1,798","1,836","1,463","856","332","49","9","6,097","6,097","392","264","929","1,420","900","929","722","408","119","14","0","6,553","6,553","378","260","1,216","1,448","898","907","741","448","213","35","9"
"서울특별시 중구 중림동(1114068000)","12,622","12,622","1,066","790","1,555","2,407","1,995","1,989","1,421","899","398","72","30","6,314","6,314","550","412","749","1,202","1,027","1,043","739","404","154","22","12","6,308","6,308","516","378","806","1,205","968","946","682","495","244","50","18"
"서울특별시 용산구 (1117000000)","228,670","228,670","14,132","16,391","32,837","38,033","36,159","36,459","27,485","17,122","8,176","1,523","353","110,356","110,356","7,310","8,363","15,830","18,977","17,798","18,020","13,042","7,388","3,055","475","98","118,314","118,314","6,822","8,028","17,007","19,056","18,361","18,439","14,443","9,734","5,121","1,048","255"
"서울특별시 용산구 후암동(1117051000)","17,896","17,896","1,048","1,371","2,643","2,862","2,807","2,931","2,170","1,321","583","133","27","8,704","8,704","547","753","1,348","1,470","1,375","1,406","1,013","572","179","37","4","9,192","9,192","501","618","1,295","1,392","1,432","1,525","1,157","749","404","96","23"
"서울특별시 용산구 용산2가동(1117052000)","10,402","10,402","450","649","1,591","1,821","1,477","1,517","1,439","941","421","76","20","5,036","5,036","238","329","858","926","752","700","652","424","133","19","5","5,366","5,366","212","320","733","895","725","817","787","517","288","57","15"
"서울특별시 용산구 남영동(1117053000)","7,771","7,771","230","272","974","1,040","1,187","1,687","1,323","690","274","61","33","4,746","4,746","115","151","466","537","797","1,200","904","395","135","29","17","3,025","3,025","115","121","508","503","390","487","419","295","139","32","16"
"서울특별시 용산구 청파동(1117055500)","19,831","19,831","757","1,282","4,057","3,105","2,867","3,106","2,322","1,561","641","101","32","9,399","9,399","377","689","1,696","1,668","1,430","1,556","1,059","642","246","26","10","10,432","10,432","380","593","2,361","1,437","1,437","1,550","1,263","919","395","75","22"
"서울특별시 용산구 원효로제1동(1117056000)","15,991","15,991","1,387","875","2,442","3,658","2,638","2,159","1,539","832","371","74","16","7,728","7,728","711","445","1,033","1,820","1,362","1,054","735","380","163","21","4","8,263","8,263","676","430","1,409","1,838","1,276","1,105","804","452","208","53","12"
"서울특별시 용산구 원효로제2동(1117057000)","14,562","14,562","1,031","1,369","1,893","2,126","2,423","2,358","1,705","1,051","520","73","13","6,857","6,857","517","544","899","1,075","1,190","1,170","800","458","179","21","4","7,705","7,705","514","825","994","1,051","1,233","1,188","905","593","341","52","9"
"서울특별시 용산구 효창동(1117058000)","10,178","10,178","789","807","1,580","1,860","1,569","1,551","1,000","633","324","52","13","4,859","4,859","402","420","756","913","751","747","463","266","122","17","2","5,319","5,319","387","387","824","947","818","804","537","367","202","35","11"
"서울특별시 용산구 용문동(1117059000)","12,444","12,444","838","941","1,798","2,045","1,926","2,007","1,508","928","371","69","13","5,960","5,960","428","490","858","1,019","943","998","679","390","137","13","5","6,484","6,484","410","451","940","1,026","983","1,009","829","538","234","56","8"
"서울특별시 용산구 한강로동(1117062500)","17,990","17,990","931","896","2,729","3,591","2,556","2,990","2,222","1,309","591","132","43","8,683","8,683","485","476","1,253","1,682","1,274","1,471","1,122","608","246","52","14","9,307","9,307","446","420","1,476","1,909","1,282","1,519","1,100","701","345","80","29"
"서울특별시 용산구 이촌제1동(1117063000)","28,342","28,342","2,871","3,002","3,017","3,856","5,114","4,378","2,838","1,883","1,124","224","35","13,275","13,275","1,500","1,518","1,463","1,721","2,305","2,113","1,343","774","442","89","7","15,067","15,067","1,371","1,484","1,554","2,135","2,809","2,265","1,495","1,109","682","135","28"
"서울특별시 용산구 이촌제2동(1117064000)","8,900","8,900","589","536","1,021","1,552","1,251","1,429","1,314","760","373","61","14","4,205","4,205","315","280","500","791","614","654","596","325","118","10","2","4,695","4,695","274","256","521","761","637","775","718","435","255","51","12"
"서울특별시 용산구 이태원제1동(1117065000)","6,861","6,861","264","317","994","1,088","921","1,141","1,042","643","363","67","21","3,233","3,233","132","160","526","565","450","538","458","247","130","21","6","3,628","3,628","132","157","468","523","471","603","584","396","233","46","15"
"서울특별시 용산구 이태원제2동(1117066000)","9,254","9,254","460","513","1,353","1,693","1,381","1,308","1,174","870","414","74","14","4,287","4,287","232","245","701","850","646","582","494","359","156","19","3","4,967","4,967","228","268","652","843","735","726","680","511","258","55","11"
"서울특별시 용산구 한남동(1117068500)","20,634","20,634","1,168","1,163","2,715","4,011","3,361","3,153","2,586","1,634","661","150","32","9,960","9,960","630","602","1,333","2,017","1,644","1,522","1,196","711","251","47","7","10,674","10,674","538","561","1,382","1,994","1,717","1,631","1,390","923","410","103","25"
"서울특별시 용산구 서빙고동(1117069000)","13,329","13,329","826","1,554","1,795","1,556","2,521","2,229","1,355","805","601","81","6","6,415","6,415","411","794","904","745","1,199","1,118","670","318","229","25","2","6,914","6,914","415","760","891","811","1,322","1,111","685","487","372","56","4"
"서울특별시 용산구 보광동(1117070000)","14,285","14,285","493","844","2,235","2,169","2,160","2,515","1,948","1,261","544","95","21","7,009","7,009","270","467","1,236","1,178","1,066","1,191","858","519","189","29","6","7,276","7,276","223","377","999","991","1,094","1,324","1,090","742","355","66","15"
"서울특별시 성동구 (1120000000)","300,889","300,889","21,983","21,435","45,985","50,964","47,169","48,446","35,133","20,424","8,014","1,102","234","147,273","147,273","11,226","10,733","22,759","25,122","23,710","24,243","17,031","9,093","2,989","303","64","153,616","153,616","10,757","10,702","23,226","25,842","23,459","24,203","18,102","11,331","5,025","799","170"
"서울특별시 성동구 왕십리제2동(1120052000)","17,330","17,330","1,252","1,302","2,545","3,031","2,764","2,762","2,022","1,148","421","64","19","8,435","8,435","656","659","1,226","1,519","1,367","1,348","969","504","162","19","6","8,895","8,895","596","643","1,319","1,512","1,397","1,414","1,053","644","259","45","13"
"서울특별시 성동구 왕십리도선동(1120053500)","27,270","27,270","2,502","1,667","4,445","4,929","4,101","4,397","2,856","1,583","665","100","25","13,024","13,024","1,243","849","2,074","2,339","2,026","2,112","1,423","694","231","27","6","14,246","14,246","1,259","818","2,371","2,590","2,075","2,285","1,433","889","434","73","19"
"서울특별시 성동구 마장동(1120054000)","23,304","23,304","1,320","1,804","4,450","3,349","3,182","3,883","2,856","1,702","661","81","16","11,484","11,484","678","919","2,182","1,740","1,594","1,931","1,379","781","257","20","3","11,820","11,820","642","885","2,268","1,609","1,588","1,952","1,477","921","404","61","13"
"서울특별시 성동구 사근동(1120055000)","11,702","11,702","473","789","4,343","1,651","1,196","1,268","921","762","259","32","8","6,011","6,011","245","349","2,404","901","623","614","428","337","97","9","4","5,691","5,691","228","440","1,939","750","573","654","493","425","162","23","4"
"서울특별시 성동구 행당제1동(1120056000)","15,993","15,993","1,077","1,125","2,637","2,585","2,461","2,638","1,876","1,109","415","62","8","7,764","7,764","534","561","1,299","1,280","1,213","1,274","939","490","158","14","2","8,229","8,229","543","564","1,338","1,305","1,248","1,364","937","619","257","48","6"
"서울특별시 성동구 행당제2동(1120057000)","24,554","24,554","2,014","2,268","3,076","3,836","4,328","3,912","2,647","1,700","655","98","20","11,544","11,544","973","1,046","1,445","1,835","2,098","1,924","1,212","731","247","26","7","13,010","13,010","1,041","1,222","1,631","2,001","2,230","1,988","1,435","969","408","72","13"
"서울특별시 성동구 응봉동(1120058000)","16,120","16,120","1,286","1,793","1,781","2,314","3,111","2,446","1,663","1,178","478","64","6","7,649","7,649","662","863","897","1,101","1,484","1,189","740","513","179","19","2","8,471","8,471","624","930","884","1,213","1,627","1,257","923","665","299","45","4"
"서울특별시 성동구 금호1가동(1120059000)","15,853","15,853","1,359","1,157","1,913","2,871","2,606","2,414","1,943","1,068","464","46","12","7,589","7,589","689","602","946","1,359","1,313","1,151","884","453","175","15","2","8,264","8,264","670","555","967","1,512","1,293","1,263","1,059","615","289","31","10"
"서울특별시 성동구 금호2.3가동(1120061500)","23,964","23,964","1,866","1,614","3,011","4,401","3,875","3,731","2,856","1,779","704","101","26","11,408","11,408","945","808","1,509","2,105","1,927","1,765","1,304","767","240","31","7","12,556","12,556","921","806","1,502","2,296","1,948","1,966","1,552","1,012","464","70","19"
"서울특별시 성동구 금호4가동(1120062000)","15,078","15,078","1,489","997","1,627","2,880","2,661","2,186","1,707","1,063","404","55","9","7,233","7,233","770","516","821","1,366","1,326","1,054","765","455","141","15","4","7,845","7,845","719","481","806","1,514","1,335","1,132","942","608","263","40","5"
"서울특별시 성동구 옥수동(1120064500)","26,946","26,946","2,689","1,736","3,130","5,357","4,454","3,969","3,046","1,695","719","125","26","12,595","12,595","1,389","878","1,431","2,387","2,223","1,844","1,384","738","279","34","8","14,351","14,351","1,300","858","1,699","2,970","2,231","2,125","1,662","957","440","91","18"
"서울특별시 성동구 성수1가제1동(1120065000)","16,831","16,831","1,122","1,223","2,610","2,926","2,559","3,039","2,007","919","369","48","9","8,421","8,421","608","623","1,332","1,470","1,248","1,549","1,017","411","139","21","3","8,410","8,410","514","600","1,278","1,456","1,311","1,490","990","508","230","27","6"
"서울특별시 성동구 성수1가제2동(1120066000)","14,338","14,338","889","1,009","2,261","2,667","2,303","2,211","1,691","889","358","46","14","7,132","7,132","468","512","1,126","1,302","1,154","1,150","852","431","118","15","4","7,206","7,206","421","497","1,135","1,365","1,149","1,061","839","458","240","31","10"
"서울특별시 성동구 성수2가제1동(1120067000)","17,072","17,072","909","1,010","2,450","2,675","2,485","3,307","2,473","1,230","448","71","14","8,906","8,906","480","524","1,287","1,430","1,326","1,798","1,302","576","172","10","1","8,166","8,166","429","486","1,163","1,245","1,159","1,509","1,171","654","276","61","13"
"서울특별시 성동구 성수2가제3동(1120069000)","11,342","11,342","637","571","2,033","2,048","1,523","1,891","1,453","815","327","34","10","5,785","5,785","329","294","938","1,081","800","1,023","785","383","136","13","3","5,557","5,557","308","277","1,095","967","723","868","668","432","191","21","7"
"서울특별시 성동구 송정동(1120072000)","10,960","10,960","593","662","1,688","1,705","1,659","2,069","1,517","741","277","41","8","5,797","5,797","300","372","879","936","905","1,155","792","340","107","10","1","5,163","5,163","293","290","809","769","754","914","725","401","170","31","7"
"서울특별시 성동구 용답동(1120079000)","12,232","12,232","506","708","1,985","1,739","1,901","2,323","1,599","1,043","390","34","4","6,496","6,496","257","358","963","971","1,083","1,362","856","489","151","5","1","5,736","5,736","249","350","1,022","768","818","961","743","554","239","29","3"
"서울특별시 광진구 (1121500000)","351,350","351,350","21,657","27,573","61,751","58,175","54,490","55,638","40,451","21,943","8,262","1,205","205","170,262","170,262","11,115","14,060","29,386","28,756","26,886","27,147","19,274","10,097","3,166","332","43","181,088","181,088","10,542","13,513","32,365","29,419","27,604","28,491","21,177","11,846","5,096","873","162"
"서울특별시 광진구 화양동(1121571000)","22,057","22,057","493","784","9,028","4,284","2,223","2,094","1,634","1,043","392","61","21","10,496","10,496","244","364","3,898","2,216","1,234","1,118","756","480","163","18","5","11,561","11,561","249","420","5,130","2,068","989","976","878","563","229","43","16"
"서울특별시 광진구 군자동(1121573000)","19,866","19,866","997","1,104","4,246","3,696","2,642","3,016","2,243","1,366","487","57","12","9,815","9,815","533","563","2,059","1,887","1,357","1,526","1,063","632","182","12","1","10,051","10,051","464","541","2,187","1,809","1,285","1,490","1,180","734","305","45","11"
"서울특별시 광진구 중곡제1동(1121574000)","15,832","15,832","861","806","2,668","3,028","2,303","2,581","2,021","1,144","355","57","8","7,755","7,755","463","410","1,248","1,535","1,188","1,249","964","528","158","9","3","8,077","8,077","398","396","1,420","1,493","1,115","1,332","1,057","616","197","48","5"
"서울특별시 광진구 중곡제2동(1121575000)","22,225","22,225","1,362","1,490","3,878","4,042","3,144","3,660","2,649","1,457","460","74","9","10,645","10,645","700","760","1,798","2,000","1,545","1,740","1,229","681","174","16","2","11,580","11,580","662","730","2,080","2,042","1,599","1,920","1,420","776","286","58","7"
"서울특별시 광진구 중곡제3동(1121576000)","17,062","17,062","848","1,095","2,689","2,828","2,479","3,075","2,279","1,265","425","64","15","8,469","8,469","433","560","1,373","1,495","1,231","1,528","1,092","584","154","17","2","8,593","8,593","415","535","1,316","1,333","1,248","1,547","1,187","681","271","47","13"
"서울특별시 광진구 중곡제4동(1121577000)","30,115","30,115","1,723","2,144","4,522","4,622","4,433","5,503","4,089","2,236","716","99","28","14,852","14,852","907","1,142","2,295","2,332","2,239","2,653","1,907","1,059","284","26","8","15,263","15,263","816","1,002","2,227","2,290","2,194","2,850","2,182","1,177","432","73","20"
"서울특별시 광진구 능동(1121578000)","11,595","11,595","615","576","2,346","2,727","1,612","1,449","1,193","745","283","47","2","5,348","5,348","311","305","968","1,269","821","654","545","344","118","13","0","6,247","6,247","304","271","1,378","1,458","791","795","648","401","165","34","2"
"서울특별시 광진구 광장동(1121581000)","35,893","35,893","3,477","5,699","4,142","4,056","7,962","5,328","2,858","1,463","769","129","10","17,351","17,351","1,826","2,903","2,031","1,760","3,688","2,743","1,396","652","307","44","1","18,542","18,542","1,651","2,796","2,111","2,296","4,274","2,585","1,462","811","462","85","9"
"서울특별시 광진구 자양제1동(1121582000)","23,045","23,045","1,148","1,625","4,219","3,970","3,523","3,703","2,740","1,499","529","75","14","11,124","11,124","574","871","2,013","1,983","1,760","1,767","1,291","638","201","23","3","11,921","11,921","574","754","2,206","1,987","1,763","1,936","1,449","861","328","52","11"
"서울특별시 광진구 자양제2동(1121583000)","26,460","26,460","1,809","2,054","3,961","4,259","4,228","4,385","3,457","1,624","586","86","11","12,971","12,971","948","1,101","2,000","2,100","2,078","2,067","1,684","757","212","23","1","13,489","13,489","861","953","1,961","2,159","2,150","2,318","1,773","867","374","63","10"
"서울특별시 광진구 자양제3동(1121584000)","29,190","29,190","2,560","2,760","4,031","4,499","4,753","4,728","3,383","1,573","786","105","12","14,048","14,048","1,282","1,365","1,981","2,118","2,282","2,272","1,696","721","292","37","2","15,142","15,142","1,278","1,395","2,050","2,381","2,471","2,456","1,687","852","494","68","10"
"서울특별시 광진구 자양제4동(1121584700)","18,454","18,454","790","966","2,764","2,797","2,641","3,352","2,880","1,597","576","78","13","9,264","9,264","391","472","1,374","1,498","1,401","1,760","1,395","732","217","20","4","9,190","9,190","399","494","1,390","1,299","1,240","1,592","1,485","865","359","58","9"
"서울특별시 광진구 구의제1동(1121585000)","22,319","22,319","1,005","1,299","4,692","4,408","3,277","3,278","2,325","1,418","535","68","14","10,677","10,677","521","656","2,154","2,203","1,651","1,570","1,051","638","209","22","2","11,642","11,642","484","643","2,538","2,205","1,626","1,708","1,274","780","326","46","12"
"서울특별시 광진구 구의제2동(1121586000)","27,444","27,444","1,917","2,478","3,739","4,132","4,538","4,582","3,393","1,865","685","89","26","13,239","13,239","971","1,243","1,851","2,070","2,199","2,175","1,594","869","244","18","5","14,205","14,205","946","1,235","1,888","2,062","2,339","2,407","1,799","996","441","71","21"
"서울특별시 광진구 구의제3동(1121587000)","29,793","29,793","2,052","2,693","4,826","4,827","4,732","4,904","3,307","1,648","678","116","10","14,208","14,208","1,011","1,345","2,343","2,290","2,212","2,325","1,611","782","251","34","4","15,585","15,585","1,041","1,348","2,483","2,537","2,520","2,579","1,696","866","427","82","6"
"서울특별시 동대문구 (1123000000)","346,194","346,194","22,115","25,227","55,028","51,458","52,463","54,608","44,789","27,942","10,763","1,525","276","172,113","172,113","11,361","12,792","27,777","26,673","27,052","27,424","21,627","12,597","4,275","455","80","174,081","174,081","10,754","12,435","27,251","24,785","25,411","27,184","23,162","15,345","6,488","1,070","196"
"서울특별시 동대문구 용신동(1123053600)","30,608","30,608","1,405","1,540","5,601","5,216","4,328","4,782","3,902","2,589","1,061","162","22","15,717","15,717","726","819","2,779","2,771","2,354","2,549","1,985","1,221","457","50","6","14,891","14,891","679","721","2,822","2,445","1,974","2,233","1,917","1,368","604","112","16"
"서울특별시 동대문구 제기동(1123054500)","24,934","24,934","1,099","1,459","4,175","3,411","3,242","3,958","3,777","2,572","1,073","145","23","12,774","12,774","568","753","2,294","1,894","1,772","2,043","1,830","1,142","422","51","5","12,160","12,160","531","706","1,881","1,517","1,470","1,915","1,947","1,430","651","94","18"
"서울특별시 동대문구 전농제1동(1123056000)","30,538","30,538","2,001","2,085","4,642","4,461","4,554","5,026","4,054","2,522","1,018","137","38","15,365","15,365","1,037","1,042","2,357","2,342","2,401","2,554","2,051","1,118","410","40","13","15,173","15,173","964","1,043","2,285","2,119","2,153","2,472","2,003","1,404","608","97","25"
"서울특별시 동대문구 전농제2동(1123057000)","19,500","19,500","1,353","1,829","2,442","2,406","3,200","3,312","2,569","1,602","710","68","9","9,336","9,336","673","896","1,233","1,195","1,520","1,619","1,199","666","308","23","4","10,164","10,164","680","933","1,209","1,211","1,680","1,693","1,370","936","402","45","5"
"서울특별시 동대문구 답십리제1동(1123060000)","29,352","29,352","2,854","2,028","4,074","5,583","4,700","4,381","3,055","1,828","716","103","30","14,265","14,265","1,449","1,036","1,936","2,664","2,416","2,158","1,471","829","262","33","11","15,087","15,087","1,405","992","2,138","2,919","2,284","2,223","1,584","999","454","70","19"
"서울특별시 동대문구 답십리제2동(1123061000)","30,158","30,158","1,974","2,237","4,043","4,510","4,638","5,154","4,057","2,472","941","113","19","14,733","14,733","1,029","1,126","2,002","2,317","2,354","2,508","1,917","1,104","345","22","9","15,425","15,425","945","1,111","2,041","2,193","2,284","2,646","2,140","1,368","596","91","10"
"서울특별시 동대문구 장안제1동(1123065000)","38,503","38,503","2,697","2,722","5,215","6,414","6,428","6,115","5,140","2,756","851","143","22","19,226","19,226","1,381","1,399","2,530","3,308","3,351","3,032","2,504","1,325","355","34","7","19,277","19,277","1,316","1,323","2,685","3,106","3,077","3,083","2,636","1,431","496","109","15"
